Model Arc,Model,dataset,training_size,validation_size,test_size,num_points,lr,batch_size,epochs,dropout,emb_dims,optimizer,Train Best MSE,Best model R2,Test MSE,Test MAE,Test Max MAE,Test R2,best_model
PointNet,RegPointNet,AhmedML,200,75,75,10000,0.001,8,200,0.1,1024,adam,0.0067736125395943,-7.993450164794922,0.0087053107822106,0.0710372883412573,0.1117218807339668,-5.778585433959961,20250305_batch_train_size_200_AhmedML_PointNet_RegPointNet_ts200_bs8_epochs200_pts10000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,AhmedML,200,75,75,20000,0.001,8,200,0.1,1024,adam,0.007645605002633399,-2.1630563735961914,0.010964903566572402,0.08208512763182323,0.13140976428985596,-1.2254838943481445,20250305_batch_train_size_200_AhmedML_PointNet_RegPointNet_ts200_bs8_epochs200_pts20000_lr0.001_drop0.1_best_model.pth
