Model Arc,Model,dataset,training_size,validation_size,test_size,num_points,lr,batch_size,epochs,dropout,emb_dims,optimizer,Train Best MSE,Best model R2,Test MSE,Test MAE,Test Max MAE,Test R2,best_model
PointNet,RegPointNet,WindsorML,40,75,75,100000,0.001,8,200,0.1,1024,adam,0.0006787009867063,-2.571451187133789,0.0019854948946481,0.0303549286391999,0.0416043139994144,-8.37270736694336,20250305_cd_WindsorML_PointNet_RegPointNet_ts40_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,240,75,75,100000,0.001,8,200,0.1,1024,adam,0.0473828940755791,-42.686431884765625,0.0486086503499084,0.218149216638671,0.23272305727005,-43.73345947265625,20250305_cd_DrivAerML_PointNet_RegPointNet_ts240_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,260,75,75,100000,0.001,8,200,0.1,1024,adam,0.0002381589535313,-0.8318146467208862,0.0003016380554375,0.0141171353558699,0.0206477828323841,-0.544990062713623,20250305_cd_DrivAerML_PointNet_RegPointNet_ts260_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,200,75,75,100000,0.001,8,200,0.1,1024,adam,0.0006447906877535,-3.521575927734375,0.0009059021443439,0.0241466110779179,0.0380635671317577,-3.788142204284668,20250305_cd_DrivAerML_PointNet_RegPointNet_ts200_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,280,75,75,100000,0.001,8,200,0.1,1024,adam,0.0003857099291053,-8.029348373413086,0.0006101582702184,0.0197936830421288,0.0319839902222156,-7.262504577636719,20250305_cd_DrivAerML_PointNet_RegPointNet_ts280_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,300,75,75,100000,0.001,8,200,0.1,1024,adam,0.0002921227634134,-0.5516940355300903,0.00027820319196,0.0138523243367671,0.0191662721335887,0.1513367295265197,20250305_cd_DrivAerML_PointNet_RegPointNet_ts300_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,340,75,75,100000,0.001,8,200,0.1,1024,adam,0.0004381440004282,-3.3811612129211426,0.0005985824051701,0.0203971519238419,0.0302903056144714,-3.513909339904785,20250305_cd_DrivAerML_PointNet_RegPointNet_ts340_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,220,75,75,100000,0.001,8,200,0.1,1024,adam,0.0273446829782591,-323.9159545898437,0.0254306842883427,0.1583108835750156,0.170783132314682,-179.03176879882812,20250305_cd_DrivAerML_PointNet_RegPointNet_ts220_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,320,75,75,100000,0.001,8,200,0.1,1024,adam,0.0004002687120292,-13.70150089263916,0.0006332789877584,0.0206810637480682,0.0310734324157238,-15.365942001342772,20250305_cd_DrivAerML_PointNet_RegPointNet_ts320_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,80,75,75,100000,0.001,8,200,0.1,1024,adam,0.0007860286051355,-5.491255760192871,0.0010626731721761,0.0268705185088846,0.042931105941534,-6.462849140167236,20250305_cd_DrivAerML_PointNet_RegPointNet_ts80_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,60,75,75,100000,0.001,8,200,0.1,1024,adam,0.0129379266873002,-2840.84033203125,0.0117285626216067,0.1039859404166539,0.1195574328303337,-2244.47900390625,20250305_cd_DrivAerML_PointNet_RegPointNet_ts60_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,120,75,75,100000,0.001,8,200,0.1,1024,adam,0.0068208394675619,-26.902570724487305,0.00778624544748,0.0805676099326875,0.1084253713488578,-20.522554397583008,20250305_cd_DrivAerML_PointNet_RegPointNet_ts120_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,40,75,75,100000,0.001,8,200,0.1,1024,adam,0.0009829912515771,-0.1070377826690673,0.0016677309888311,0.0332076354987091,0.0452121458947658,-0.3991827964782715,20250305_cd_DrivAerML_PointNet_RegPointNet_ts40_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,180,75,75,100000,0.001,8,200,0.1,1024,adam,0.0005010477034375,-43.11338424682617,0.0006973040290176,0.0220315849615467,0.0292821191251277,-41.35860443115234,20250305_cd_DrivAerML_PointNet_RegPointNet_ts180_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,100,75,75,100000,0.001,8,200,0.1,1024,adam,0.0003624818022621,-1.0617845058441162,0.0005153520938215,0.0183618056277434,0.0297609232366085,-1.233205795288086,20250305_cd_DrivAerML_PointNet_RegPointNet_ts100_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,140,75,75,100000,0.001,8,200,0.1,1024,adam,0.002825478117706,-3.442765712738037,0.0041616071636478,0.0508632374306519,0.0928484797477722,-3.624250888824463,20250305_cd_DrivAerML_PointNet_RegPointNet_ts140_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,160,75,75,100000,0.001,8,200,0.1,1024,adam,0.0076895645923084,-76.55023193359375,0.0085417081394957,0.0885556356774436,0.1118982881307601,-64.22395324707031,20250305_cd_DrivAerML_PointNet_RegPointNet_ts160_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,20,75,75,100000,0.001,8,200,0.1,1024,adam,0.0011371476252356,-1.7802608013153076,0.0021135471243825,0.0376102489729722,0.0521341376006603,-3.143130302429199,20250305_cd_DrivAerML_PointNet_RegPointNet_ts20_bs8_epochs200_pts100000_lr0.001_drop0.1_best_model.pth
PointNet,RegPointNet,DrivAerML,350,75,75,100000,0.001,8,2,0.1,1024,adam,0.4582320385509067,-178.92169189453125,0.47313594486978316,0.686175160937839,0.7014667391777039,-131.05393981933594,20250305_cd_DrivAerML_PointNet_RegPointNet_ts350_bs8_epochs2_pts100000_lr0.001_drop0.1_best_model.pth
